"Actual state (0 - normal, 1 - faulty)",Actual classification,Actual classification MA,Actual faulty pair,Localised fault pair,FP,TP,Prediction type (0 - 9),First_TP_minute,Time to failure,T-TPR,FPR,Localisation Rate
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,0,0,0,-1,0,0,0,,,,,
0,1,0,0,0,0,0,0,,,,,
0,1,1,0,0,1,0,1,,,,,
0,1,1,0,0,1,0,1,,,,,
0,1,1,0,0,1,0,1,,,,,
0,1,1,0,0,1,0,1,,,,,
0,1,1,0,0,1,0,1,,,,,
0,1,1,0,0,1,0,1,,,,,
0,1,1,0,0,1,0,1,,,,,
0,1,1,0,0,1,0,1,,,,,
0,1,1,0,0,1,0,1,,,,,
0,1,1,0,0,1,0,1,,,,,
0,1,1,0,0,1,0,1,,,,,
0,1,1,0,0,1,0,1,,,,,
0,1,1,0,0,1,0,1,,,,,
0,1,1,0,0,1,0,1,,,,,
0,1,1,0,0,1,0,1,,,,,
0,1,1,0,3,1,0,1,,,,,
0,1,1,0,3,1,0,1,,,,,
1,1,0,0,3,0,0,2,,,,,
1,1,1,0,0,0,1,9,,,,,
1,1,1,0,0,0,1,9,,,,,
1,1,1,0,0,0,1,9,,,,,
1,1,1,0,0,0,1,9,,,,,
1,1,1,0,0,0,1,9,,,,,
1,1,1,0,0,0,1,9,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,0,0,1,9,,,,,
1,1,1,0,0,0,1,9,,,,,
1,1,1,0,0,0,1,9,,,,,
1,1,1,0,0,0,1,9,,,,,
1,1,1,0,0,0,1,9,,,,,
1,1,1,0,0,0,1,9,,,,,
1,1,1,0,0,0,1,9,,,,,
1,1,1,0,0,0,1,9,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,8,1,0,7,,,,,
1,1,1,0,8,1,0,7,,,,,
1,1,1,0,8,1,0,7,,,,,
1,1,1,0,8,1,0,7,,,,,
1,1,1,0,8,1,0,7,,,,,
1,1,1,0,8,1,0,7,,,,,
1,1,1,0,8,1,0,7,,,,,
1,1,1,0,8,1,0,7,,,,,
1,1,1,0,8,1,0,7,,,,,
1,1,1,0,8,1,0,7,,,,,
1,1,1,0,8,1,0,7,,,,,
1,1,1,0,8,1,0,7,,,,,
1,1,1,0,8,1,0,7,,,,,
1,1,1,0,8,1,0,7,,,,,
1,1,1,0,8,1,0,7,,,,,
1,1,1,0,8,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,1,1,0,3,1,0,7,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
1,0,0,0,-1,0,0,6,,,,,
,,,,,,,,111,186,7,15,"[0.14, 0.07, 0.0, 0.0, 0.0, 0.0, 0.51, 0.21, 0.0, 0.06]"
